"page","name","category","address","X5star","X4star","X3star","X2star","X1star","monday","tuesday","wednesday","thursday","friday","saturday","sunday","wifi_rate","TV_rate","noise_rate","alcohol_rate","seating_rate","takeout_rate","creditcard_rate","rate","numberrate","reservation_rate","delivery_rate","yelp_rating"
21,"Legal Sea Foods","Seafood","20 University Rd Cambridge, MA 02138",57,92,51,33,17,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 10:00 pm",0,1,0,1,1,1,1,3.556,250,1,0,3.5
21,"Discovery Cafe","Cafes","157 Sixth St Cambridge, MA 02141",5,3,4,1,0,"6:30 am - 3:30 pm","6:30 am - 3:30 pm","6:30 am - 3:30 pm","6:30 am - 3:30 pm","6:30 am - 3:30 pm","Closed","Closed",0,1,0,0,1,1,1,3.92307692307692,13,0,1,4
21,"Bisuteki Japanese Steak House","Japanese","777 Memorial Dr Cambridge, MA 02139",20,19,14,18,25,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","12:00 pm - 10:00 pm",1,0,0,1,0,1,1,2.90625,96,1,0,3
21,"Downstairs Cafe","Sandwiches","222 3rd St Ste 222 Cambridge, MA 02142",4,7,4,0,1,"null","null","null","null","null","null","null",0,0,0,0,0,1,1,3.8125,16,0,0,4
21,"Four Burgers","Burgers","704 Massachusetts Ave Cambridge, MA 02139",75,151,104,62,14,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","12:00 pm - 9:00 pm",1,1,0,1,1,1,1,3.51970443349754,406,0,0,3.5
21,"Ole","Mexican","11 Springfield St Cambridge, MA 02139",130,213,104,74,35,"5:30 pm - 10:00 pm","5:00 pm - 10:00 pm","5:30 pm - 10:00 pm","5:30 pm - 10:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","10:30 am - 2:30 pm 5:00 pm - 9:30 pm",0,0,0,1,0,1,1,3.59172661870504,556,1,0,3.5
21,"Dado Tea","Coffee & Tea","955 Massachusetts Ave Cambridge, MA 02139",33,50,18,11,5,"7:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 6:00 pm","8:00 am - 6:00 pm","9:00 am - 6:00 pm",1,0,0,0,0,1,1,3.81196581196581,117,0,0,4
21,"Frozen Yogi","Ice Cream & Frozen Yogurt","80 River St Cambridge, MA 02139",6,3,2,1,0,"11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm",0,1,0,0,1,1,1,4.16666666666667,12,0,0,4
21,"Fuji At Kendall","Sushi Bars","300 3rd St Cambridge, MA 02142",66,67,35,19,29,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 10:00 pm",1,1,0,1,1,1,1,3.56481481481481,216,1,1,3.5
21,"AnnaÍs Taqueria","Mexican","MIT Stratton Student Center 84 Massachusetts Ave Cambridge, MA 02139",28,49,27,19,10,"7:00 am - 11:30 pm","7:00 am - 11:30 pm","7:00 am - 11:30 pm","7:00 am - 11:30 pm","7:00 am - 11:30 pm","7:00 am - 11:30 pm","7:00 am - 11:30 pm",1,0,0,0,1,1,1,3.49624060150376,133,0,0,3.5
22,"AnnaÍs Taqueria","Mexican","822 Somerville Ave Cambridge, MA 02140",102,92,61,41,35,"8:00 am - 11:30 pm","8:00 am - 11:30 pm","8:00 am - 11:30 pm","8:00 am - 11:30 pm","8:00 am - 11:30 pm","8:00 am - 12:30 am","8:00 am - 12:30 am",0,0,0,0,0,1,1,3.55891238670695,331,0,0,3.5
22,"Hops N Scotch","Bars","1248 Cambridge St Cambridge, MA 02139",19,7,11,8,3,"5:00 pm - 12:00 am","5:00 pm - 12:00 am","5:00 pm - 1:00 am","5:00 pm - 1:00 am","3:00 pm - 1:00 am","11:00 am - 1:00 am","11:00 am - 12:00 am",0,0,0,1,0,0,1,3.64583333333333,48,1,0,3.5
22,"Ginger Exchange","Japanese","1287 Cambridge St Cambridge, MA 02139",40,97,79,44,44,"12:00 pm - 3:00 pm 5:00 pm - 12:00 am","12:00 pm - 3:00 pm 5:00 pm - 12:00 am","12:00 pm - 3:00 pm 5:00 pm - 12:00 am","12:00 pm - 3:00 pm 5:00 pm - 1:00 am","12:00 pm - 3:00 pm 5:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 10:00 pm",0,1,0,1,0,1,1,3.14802631578947,304,1,1,3
22,"ChochoÍs","Korean","1815 Massachusetts Ave Cambridge, MA 02140",22,39,21,11,8,"11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm",0,0,1,0,0,1,1,3.55445544554455,101,0,0,3.5
22,"9 Tastes","Thai","50 JFK St Cambridge, MA 02138",35,84,74,49,33,"11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm","12:00 pm - 10:30 pm","12:00 pm - 10:00 pm",0,0,0,1,0,1,1,3.14181818181818,275,1,1,3
22,"Summer Shack","Seafood","149 Alewife Brook Pkwy Cambridge, MA 02140",49,104,70,65,55,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","12:00 pm - 9:00 pm",0,1,0,1,0,1,1,3.07871720116618,343,1,0,3
22,"Tory Row","Bars","3 Brattle St Cambridge, MA 02138",36,123,123,65,23,"9:00 am - 1:00 am","9:00 am - 1:00 am","9:00 am - 1:00 am","9:00 am - 1:00 am","9:00 am - 1:00 am","9:00 am - 1:00 am","9:00 am - 1:00 am",1,1,0,1,1,1,1,3.22702702702703,370,0,0,3
22,"Paris Baguette","Bakery","581 Massachusetts Ave Cambridge, MA 02139",33,25,13,7,4,"7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm",0,0,1,0,0,1,1,3.92682926829268,82,0,0,4
22,"CinderellaÍs Bar & Restaurant","Italian","901 Main St Cambridge, MA 02139",13,0,3,5,5,"11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am",1,1,1,1,0,1,1,3.42307692307692,26,0,1,3.5
22,"The Asgard Irish Pub & Restaurant","Pubs","350 Massachusetts Ave Cambridge, MA 02139",31,108,169,99,53,"11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","10:00 am - 2:00 am","10:00 am - 1:00 am",0,1,1,1,1,1,1,2.92391304347826,460,1,0,3
