"","page","name","category","address","X5star","X4star","X3star","X2star","X1star","monday","tuesday","wednesday","thursday","friday","saturday","sunday","wifi_rate","TV_rate","noise_rate","alcohol_rate","seating_rate","reservation_rate","delivery_rate","takeout_rate","creditcard_rate","rate","numberrate","normalrate"
"602",61,"LambertÕs Marketplace","Grocery","140 Tremont St Boston, MA 02111",34,57,18,8,10,"7:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 8:00 pm","7:00 am - 8:00 pm","11:00 am - 7:00 pm","11:00 am - 6:00 pm",0,1,0,0,1,1,0,1,1,3.76377952755906,127,0.022001527559055
"603",61,"Pizzeria 260","Italian","260 W Broadway Boston, MA 02127",19,7,2,0,9,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm",0,1,0,0,0,0,1,1,1,3.72972972972973,37,-0.0120482702702702
"604",61,"RebeccaÕs Cafe","Cafe","Churchill Hall at Northeastern University 380 Huntington Ave Boston, MA 02115",3,9,2,2,0,"null","null","null","null","null","null","null",0,0,0,0,0,0,0,1,1,3.8125,16,0.070722
"605",61,"Potluck Cafe","Chinese","7 Knapp St Boston, MA 02111",11,20,10,5,2,"10:00 am - 8:30 pm","10:00 am - 8:30 pm","10:00 am - 8:30 pm","10:00 am - 8:30 pm","10:00 am - 8:30 pm","10:00 am - 8:30 pm","10:00 am - 8:30 pm",0,0,0,0,0,0,0,1,0,3.6875,48,-0.054278
"606",61,"Suishaya","Japanese","2 Tyler St Boston, MA 02111",25,53,43,30,26,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 12:00 am",1,1,0,1,0,0,0,1,1,3.11864406779661,177,-0.62313393220339
"607",61,"Terramia Ristorante","Italian","98 Salem St Boston, MA 02113",63,66,25,13,9,"5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:30 pm","5:00 pm - 10:30 pm","5:00 pm - 10:00 pm",1,0,0,1,0,1,0,1,1,3.91477272727273,176,0.172994727272727
"608",61,"Render Coffee","Cafes","563 Columbus Ave Boston, MA 02118",185,103,29,9,2,"7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm",1,0,0,0,1,0,0,1,1,4.40243902439024,328,0.660661024390244
"609",61,"Quic Pic BBQ","Chinese","50 Beach St Boston, MA 02111",26,36,17,11,12,"9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm",1,1,0,0,0,0,0,1,1,3.51960784313725,102,-0.222170156862745
"610",61,"Raising CaneÕs","Traditional American","949 Commonwealth Ave Boston, MA 02215",50,54,28,19,8,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am",0,0,0,0,0,0,0,1,1,3.74842767295597,159,0.00664967295597485
"611",62,"Causeway Restaurant & Bar","Barbeque","65 Causeway St Boston, MA 02114",27,19,8,13,7,"11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:00 am - 2:00 am",1,1,0,1,0,1,1,1,1,3.62162162162162,74,-0.120156378378379
"612",62,"Crush Pizza","Pizza","107 State St Boston, MA 02109",43,24,14,15,3,"12:00 pm - 9:00 pm","12:00 pm - 9:00 pm","12:00 pm - 9:00 pm","12:00 pm - 9:00 pm","12:00 pm - 10:00 pm","12:00 pm - 9:00 pm","12:00 pm - 8:00 pm",1,1,0,0,0,0,1,1,1,3.8989898989899,99,0.157211898989899
"613",62,"Tasty Burger","Burgers","145 Dartmouth St Boston, MA 02116",16,15,14,10,23,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",1,1,0,1,1,0,0,1,1,2.88461538461538,78,-0.857162615384615
"614",62,"Ristorante Euno","Italian","119 Salem St Boston, MA 02113",67,29,17,13,23,"5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","5:00 pm - 10:00 pm",0,0,0,1,0,1,0,0,1,3.69798657718121,149,-0.0437914228187921
"615",62,"Itadaki","Japanese","269 Newbury St Boston, MA 02116",23,25,25,37,23,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:30 pm","24","",1,1,0,1,1,1,1,1,1,2.90977443609023,133,-0.832003563909775
"616",62,"Sixth Gear - Cask & Kitchen","Wine Bars","81 L St Boston, MA 02127",20,3,4,11,4,"5:00 pm - 1:00 am","Closed","5:00 pm - 1:00 am","5:00 pm - 1:00 am","3:00 pm - 1:00 am","24","",1,1,0,1,0,1,0,0,1,3.57142857142857,42,-0.170349428571428
"617",62,"Erbaluce","Italian","69 Church St Boston, MA 02116",118,66,36,42,27,"Closed","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","5:00 pm - 10:00 pm",0,0,0,1,0,1,0,0,1,3.71280276816609,289,-0.0289752318339103
"618",62,"King and I","Thai","145 Charles St Boston, MA 02114",54,87,65,33,13,"11:30 am - 9:30 pm","11:30 am - 9:30 pm","11:30 am - 9:30 pm","11:30 am - 9:30 pm","11:30 am - 10:30 pm","12:00 pm - 10:30 pm","5:00 pm - 9:30 pm",0,0,0,1,0,1,0,1,1,3.53968253968254,252,-0.202095460317461
"619",62,"Strega","Italian","379 Hanover St Boston, MA 02113",87,100,70,50,30,"12:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 11:00 pm",1,1,0,1,0,1,0,1,1,3.486646884273,337,-0.255131115727003
"620",62,"Rice Burg","Food Trucks","Boston, MA",7,2,0,0,1,"10:30 am - 3:00 pm","10:30 am - 3:00 pm","10:30 am - 3:00 pm","10:30 am - 3:00 pm","10:30 am - 3:00 pm","10:30 am - 3:00 pm","Closed",0,0,0,0,1,0,0,1,1,4.4,10,0.658222
"621",63,"Petit Robert Bistro","French","480 Columbus Ave Boston, MA 02118",85,103,50,36,25,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",1,1,0,1,1,1,0,1,1,3.62541806020067,299,-0.116359939799331
"622",63,"Tapeo","Tapas Bars","266 Newbury St Boston, MA 02116",107,275,153,76,44,"5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 11:00 pm","12:00 pm - 11:00 pm","12:00 pm - 10:00 pm",0,0,0,1,1,1,0,1,1,3.49618320610687,655,-0.24559479389313
"623",63,"La Catrina","Mexican","1620 Commonwealth Ave Boston, MA 02135",29,23,11,10,4,"10:00 am - 10:00 pm","10:00 am - 10:00 pm","10:00 am - 10:00 pm","10:00 am - 10:00 pm","10:00 am - 10:00 pm","10:00 am - 10:00 pm","10:00 am - 10:00 pm",0,0,0,1,0,0,0,1,1,3.81818181818182,77,0.0764038181818183
"624",63,"AmeliaÕs Taqueria","Mexican","309 Huntington Ave Boston, MA 02115",13,7,8,6,2,"10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm","10:00 am - 11:00 pm","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 10:00 pm",0,0,0,0,0,0,1,1,1,3.63888888888889,36,-0.102889111111111
"625",63,"SalÕs Ristorante & Pizzeria","Pizza","205 L St Boston, MA 02127",15,9,1,2,6,"6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","6:00 am - 8:00 pm","10:00 am - 2:00 pm",0,1,0,0,0,0,1,1,1,3.75757575757576,33,0.0157977575757577
"626",63,"Boston Pizza Stop & Cafe","Pizza","851 Harrison Ave Boston, MA 02118",14,5,2,3,3,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","12:00 pm - 10:00 pm",0,1,0,0,0,0,1,1,1,3.88888888888889,27,0.147110888888889
"627",63,"NickÕs House of Pizza & Seafood","Pizza","467 W Broadway Boston, MA 02127",9,10,5,2,2,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 12:00 am",0,0,0,0,0,0,1,1,1,3.78571428571429,28,0.0439362857142855
"628",63,"La Voile","French","261 Newbury St Boston, MA 02116",136,116,35,18,15,"12:00 pm - 3:00 pm 5:00 pm - 10:00 pm","12:00 pm - 3:00 pm 5:00 pm - 10:00 pm","12:00 pm - 3:00 pm 5:00 pm - 10:00 pm","12:00 pm - 3:00 pm 5:00 pm - 10:00 pm","12:00 pm - 3:00 pm 5:00 pm - 10:30 pm","12:00 pm - 3:00 pm 5:00 pm - 10:30 pm","12:00 pm - 3:00 pm 5:00 pm - 10:00 pm",0,0,0,1,1,1,0,0,1,4.0625,320,0.320722
"629",63,"Saigon Alley","Vietnamese","Boston, MA 02116",5,1,0,0,0,"11:00 am - 2:00 pm","11:00 am - 2:00 pm","11:00 am - 2:00 pm","Closed","11:00 am - 2:00 pm","Closed","Closed",0,0,0,0,0,0,0,1,1,4.83333333333333,6,1.09155533333333
"630",63,"Equal Exchange Caf_","Coffee & Tea","226 Causeway St Boston, MA 02114",71,57,19,12,4,"7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","8:00 am - 5:00 pm","9:00 am - 4:00 pm",1,0,0,0,1,0,0,1,1,4.09815950920245,163,0.356381509202454
"631",64,"Sorellina","Italian","1 Huntington Ave Boston, MA 02116",237,158,68,24,10,"5:30 pm - 10:00 pm","5:30 pm - 10:00 pm","5:30 pm - 10:00 pm","5:30 pm - 10:00 pm","5:30 pm - 11:00 pm","5:30 pm - 11:00 pm","5:30 pm - 10:00 pm",0,0,0,1,0,1,0,0,1,4.1830985915493,497,0.441320591549296
"632",64,"wagamama","Japanese","Quincy Market Bldg 1 S Market St Boston, MA 02109",56,147,145,90,43,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","12:00 pm - 10:00 pm",1,0,0,1,1,1,0,1,1,3.17255717255717,481,-0.569220827442828
"633",64,"JoeÕs Famous Steak & Cheese","Pizza","140 Dudley St Boston, MA 02119",4,1,0,1,0,"null","null","null","null","null","null","null",0,1,0,0,0,0,0,1,0,4.33333333333333,6,0.591555333333333
"634",64,"Pagliucas","Italian","14 Parmenter St Boston, MA 02113",26,53,37,27,27,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 10:00 pm",0,0,1,1,0,1,0,1,1,3.14117647058824,170,-0.600601529411765
"635",64,"Five Guys Burgers and Fries","Burgers","263 Huntington Ave Boston, MA 02115",17,15,2,0,1,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm",0,0,0,0,0,0,0,1,1,4.34285714285714,35,0.601079142857142
"636",64,"Mission Sushi & Wok","Sushi Bars","1625 Tremont St Boston, MA 02120",25,22,25,15,13,"null","null","null","null","null","null","null",0,1,0,1,0,0,1,1,1,3.31,100,-0.431778
"637",64,"Sfizi","Tapas/Small Plates","135 Richmond St Boston, MA 02109",4,5,2,1,3,"Closed","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 11:00 pm","24","",1,1,0,1,0,1,0,0,1,3.4,15,-0.341778
"638",64,"DavioÕs To Go","Italian","10 St James St Boston, MA 02116",10,11,4,1,2,"7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","Closed","Closed",0,0,1,0,0,0,0,1,1,3.92857142857143,28,0.186793428571428
"639",64,"AnnaÕs Taqueria","Mexican","242 Cambridge St Boston, MA 02114",60,76,52,36,24,"7:00 am - 11:00 pm","7:00 am - 11:00 pm","7:00 am - 11:00 pm","7:00 am - 11:00 pm","7:00 am - 11:00 pm","7:00 am - 11:00 pm","7:00 am - 11:00 pm",0,0,0,0,0,0,0,1,1,3.45161290322581,248,-0.290165096774194
"640",64,"Jimmy JohnÕs","Sandwiches","512 Park Dr Boston, MA 02215",4,7,2,3,1,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",1,0,0,0,0,0,1,1,1,3.58823529411765,17,-0.153542705882353
"641",65,"L Street Diner & Pizzeria","Diners","108 L St Boston, MA 02127",16,26,15,7,2,"null","null","null","null","null","null","null",0,0,0,1,0,0,1,1,1,3.71212121212121,66,-0.0296567878787881
"642",65,"Thai Dish","Thai","636 Beacon St Boston, MA 02215",25,44,18,11,4,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","4:00 pm - 10:00 pm",0,0,0,1,0,1,1,1,1,3.73529411764706,102,-0.00648388235294117
"643",65,"Piattini Gelateria and Caf_","Italian","224 Newbury St Boston, MA 02116",11,19,3,1,1,"11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 10:00 pm","10:00 am - 10:00 pm","10:00 am - 10:00 pm",0,0,0,1,0,0,0,1,1,4.08571428571429,35,0.343936285714285
"644",65,"Billy Tse Restaurant","Japanese","240 Commercial St Boston, MA 02109",24,47,29,13,21,"11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm",0,1,0,1,0,1,1,1,1,3.29850746268657,134,-0.443270537313433
"645",65,"DillonÕs","Bars","955 Boylston St Boston, MA 02115",25,77,101,72,61,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","10:00 am - 2:00 am","10:00 am - 2:00 am",1,1,1,1,1,1,0,1,1,2.80059523809524,336,-0.941182761904762
"646",65,"Red Hat","Dive Bar","9 Bowdoin St Boston, MA 02114",31,53,52,28,15,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",0,1,0,1,0,0,0,1,1,3.31843575418994,179,-0.423342245810056
"647",65,"New Shanghai Restaurant","Chinese","21 Hudson St Boston, MA 02111",4,27,15,9,14,"11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 12:00 am",0,1,0,1,0,1,1,1,1,2.97101449275362,69,-0.770763507246377
"648",65,"Whats Sub BBQ","Barbeque","48 Winter St Boston, MA 02108",3,0,0,0,0,"10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","Closed",0,1,0,0,1,1,0,0,0,5,3,1.258222
"649",65,"Rice Bowl","Chinese","6 Hemenway St Boston, MA 02115",16,29,22,19,22,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am",0,0,0,0,0,0,1,1,1,2.98148148148148,108,-0.760296518518519
"650",65,"Totto Ramen","Ramen","169 Brighton Ave Boston, MA 02134",47,79,63,55,46,"5:00 pm - 10:00 pm","12:00 pm - 4:00 pm 5:00 pm - 10:00 pm","12:00 pm - 4:00 pm 5:00 pm - 10:00 pm","12:00 pm - 4:00 pm 5:00 pm - 11:00 pm","12:00 pm - 4:00 pm 5:00 pm - 11:00 pm","12:00 pm - 4:00 pm 5:00 pm - 11:00 pm","12:00 pm - 4:00 pm 5:00 pm - 10:00 pm",0,0,0,0,0,0,0,0,0,3.08965517241379,290,-0.652122827586207
"651",66,"PRESSED","Juice Bar","120 Charles St Boston, MA 02114",34,13,6,3,1,"7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","9:00 am - 6:00 pm","9:00 am - 6:00 pm",0,0,0,0,0,0,0,1,1,4.33333333333333,57,0.591555333333333
"652",66,"City Bar","Lounges","61 Exeter St Boston, MA 02199",50,119,39,15,7,"4:30 pm - 2:00 am","4:30 pm - 2:00 am","4:30 pm - 2:00 am","4:30 pm - 2:00 am","4:30 pm - 2:00 am","4:30 pm - 2:00 am","4:30 pm - 2:00 am",0,0,0,1,0,0,0,0,1,3.82608695652174,230,0.0843089565217392
"653",66,"Montien Boston - Thai Restaurant","Thai","63 Stuart St Boston, MA 02116",44,122,78,40,32,"11:30 am - 10:00 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 11:00 pm","24","",1,1,0,1,0,1,1,1,1,3.33544303797468,316,-0.406334962025316
"654",66,"OliverÕs Street Cafe","Italian","260 Franklin St Boston, MA 02110",11,7,4,1,0,"9:30 am - 3:00 pm","9:30 am - 3:00 pm","9:30 am - 3:00 pm","9:30 am - 3:00 pm","9:30 am - 3:00 pm","Closed","Closed",0,0,0,0,0,0,1,1,1,4.21739130434783,23,0.475613304347826
"655",66,"Papagayo Downtown","Mexican","15 W St Boston, MA 02111",11,25,29,36,19,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm 11:30 pm - 1:00 am","11:30 am - 11:00 pm 11:30 pm - 1:00 am","11:30 am - 9:00 pm",0,1,0,1,0,1,0,1,1,2.775,120,-0.966778
"656",66,"South End Buttery","American (Traditional)","37 Clarendon St Boston, MA 02118",2,12,8,6,5,"6:30 am - 8:00 pm","6:30 am - 8:00 pm","6:30 am - 8:00 pm","6:30 am - 8:00 pm","6:30 am - 8:00 pm","6:30 am - 8:00 pm","6:30 am - 8:00 pm",1,0,0,0,0,0,0,1,1,3,33,-0.741778
"657",66,"Mediterranean Grill","Mediterranean","281 Franklin St Boston, MA 02110",5,13,6,8,4,"null","null","null","null","null","null","null",0,0,0,0,0,0,0,1,1,3.19444444444444,36,-0.547333555555555
"658",66,"Moyzilla","Food Trucks","Boston, MA 02010",25,13,8,4,3,"11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","Closed","Closed",0,0,0,0,1,0,0,1,1,4,53,0.258222
"659",66,"The Daily Catch","Seafood","2 Northern Ave Boston, MA 02210",40,42,30,48,69,"11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 10:00 pm","24","",0,1,0,1,1,1,0,1,1,2.72052401746725,229,-1.02125398253275
"660",66,"Boston & Maine Fish Co","Seafood","200 Faneuil Hall Marketplace Boston, MA 02109",22,33,27,12,8,"10:00 am - 9:00 pm","10:00 am - 9:00 pm","10:00 am - 9:00 pm","10:00 am - 9:00 pm","10:00 am - 9:30 pm","10:00 am - 9:30 pm","10:00 am - 6:00 pm",0,0,0,1,0,0,0,1,1,3.48039215686275,102,-0.261385843137255
"661",67,"Van Shabu & Bar","Japanese","1156 Dorchester Ave Boston, MA 02125",67,71,43,16,43,"11:30 am - 3:00 pm 5:00 pm - 10:30 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm","11:30 am - 3:00 pm 5:00 pm - 10:30 pm",1,1,0,1,0,0,1,1,1,3.42916666666667,240,-0.312611333333333
"662",67,"Legal Test Kitchen - Logan Airport Terminal A","Seafood","1 Harborside Dr Boston, MA 02128",24,54,38,20,22,"6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm",1,1,0,1,0,0,0,1,1,3.24050632911392,158,-0.501271670886076
"663",67,"Scullers Jazz Club","Jazz & Blues","Double Tree Hotel 400 Soldiers Rd Boston, MA 02134",26,18,8,3,1,"null","null","null","null","null","null","null",1,0,1,1,0,1,0,0,1,4.16071428571429,56,0.418936285714286
"664",67,"Solas","Pub","710 Boylston St Boston, MA 02199",51,93,69,32,15,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",0,1,0,1,1,0,0,1,1,3.51153846153846,260,-0.230239538461539
"665",67,"Fins Sushi and Grill","Japanese","240 Cambridge St Boston, MA 02114",23,51,19,7,13,"11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","12:00 pm - 10:00 pm",0,1,0,1,0,1,1,1,1,3.56637168141593,113,-0.175406318584071
"666",67,"Sheherazad","Food Trucks","39-53 Drydock Ave Boston, MA 02210",5,5,0,0,1,"null","null","null","null","null","null","null",0,1,0,0,1,0,1,1,1,4.18181818181818,11,0.440040181818182
"667",67,"Chart House","Seafood","60 Long Wharf Boston, MA 02110",85,90,58,69,71,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 10:00 pm",1,1,0,1,1,1,0,1,1,3.1313672922252,373,-0.610410707774799
"668",67,"Wild Greens","Delis","100 Federal St Boston, MA 02110",2,10,1,2,1,"null","null","null","null","null","null","null",0,0,0,0,1,0,1,1,0,3.625,16,-0.116778
"669",67,"M.J. OÕConnorÕs","Pubs","425 Summer St Boston, MA 02210",8,33,40,20,18,"11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am",1,1,0,1,1,1,0,1,1,2.94117647058824,119,-0.800601529411765
"670",67,"GriddlerÕs Burgers & Dogs","Hot Dogs","134 Boylston St Boston, MA 02116",4,6,5,6,2,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",1,1,0,0,0,0,0,1,1,3.17391304347826,23,-0.567864956521739
"671",68,"Ecco Pizzeria","Pizza","1147 Commonwealth Ave Boston, MA 02134",67,21,8,8,11,"10:00 am - 11:30 pm","10:00 am - 11:30 pm","10:00 am - 11:30 pm","10:00 am - 11:30 pm","10:00 am - 12:30 am","10:00 am - 12:30 am","11:00 am - 11:30 pm",1,0,0,0,1,0,1,1,1,4.08695652173913,115,0.345178521739131
"672",68,"Sidewalk Cafe","Coffee & Tea","764 E 4th St Boston, MA 02127",18,30,12,7,9,"5:30 am - 9:30 pm","5:30 am - 9:30 pm","5:30 am - 9:30 pm","5:30 am - 9:30 pm","5:30 am - 9:30 pm","5:30 am - 9:30 pm","5:30 am - 9:30 pm",0,0,0,0,0,0,1,1,0,3.53947368421053,76,-0.202304315789474
"673",68,"Sam Adams","American (Traditional)","Boston Logan International Airport 1 Harborside Dr Boston, MA 02128",2,6,0,0,0,"null","null","null","null","null","null","null",0,1,0,1,0,1,0,0,1,4.25,8,0.508222
"674",68,"La Sultana Bakery","Bakery","40 Maverick Sq Boston, MA 02128",8,12,2,2,1,"5:00 am - 9:00 pm","5:00 am - 9:00 pm","5:00 am - 9:00 pm","5:00 am - 9:00 pm","5:00 am - 9:00 pm","5:00 am - 9:00 pm","6:00 am - 9:00 pm",0,1,0,0,0,0,0,1,1,3.96,25,0.218222
"675",68,"Artu","Italian","6 Prince St Boston, MA 02113",49,66,45,40,28,"11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","12:00 pm - 2:00 am",1,1,0,1,0,1,0,1,1,3.29824561403509,228,-0.443532385964912
"676",68,"Freshii","Soup","100 High St Ste 100 Boston, MA 02110",35,29,16,18,10,"7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","Closed","Closed",1,0,0,0,1,0,1,1,1,3.56481481481481,108,-0.176963185185185
"677",68,"Salvatores Theater District","Italian","545 Washington St Boston, MA 02111",18,42,17,19,16,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","12:00 pm - 12:00 am","12:00 pm - 12:00 am",0,1,0,1,0,1,1,1,1,3.24107142857143,112,-0.500706571428572
"678",68,"Noodle Lab","Soup","Boston Public Market 100 Hanover St Boston, MA 02108",6,3,2,4,1,"Closed","Closed","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm",0,0,0,0,1,0,0,1,1,3.5625,16,-0.179278
"679",68,"Rhythm Ôn Wraps","Vegetarian","Boston, MA",11,7,0,1,0,"11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm",1,0,0,0,0,0,0,1,1,4.47368421052632,19,0.731906210526316
"680",68,"Viga Eatery & Catering","Italian","133 Pearl St Boston, MA 02110",19,26,13,4,2,"11:00 am - 3:00 pm","11:00 am - 3:30 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","Closed","Closed",0,0,1,0,0,0,1,1,1,3.875,64,0.133222
